fips,state,county,total_population,nonwhite_pct,female_pct,age29andunder_pct,age65andolder_pct,median_hh_inc,clf_unemploy_pct,college_pct
05119,Arkansas,Pulaski,399818,51.84659019854034,52.178741327303925,39.239103792225464,16.67383659565102,62873,4.745502469483328,37.93155523796544
05121,Arkansas,Randolph,18838,11.126446544219126,49.80889691050005,37.7694022720034,19.32795413525852,50911,5.270546197039306,12.083981337480559
05123,Arkansas,St. Francis,22400,60.72767857142858,44.410714285714285,36.138392857142854,17.892857142857142,42574,9.226932668329177,14.248037676609105
05125,Arkansas,Saline,127479,21.72514688693824,50.9307415338997,36.37540300755418,18.390480000627555,79046,3.902029435528588,29.353374288553617
05127,Arkansas,Scott,9816,16.880603096984515,47.96251018744906,35.4319478402608,20.15077424612877,43270,6.171003717472119,13.000877449546651
05129,Arkansas,Searcy,7859,11.579081308054462,49.904568011197355,31.123552614836495,25.55032446876193,44426,3.6703155183515777,15.006064806792581
05131,Arkansas,Sebastian,128900,33.792862684251354,50.796741660201704,39.40341349883631,17.035686578743213,57790,5.4636085228383395,23.320531894036375
05133,Arkansas,Sevier,15712,47.31415478615071,48.45341140529531,44.46919551934827,15.650458248472505,53527,4.903395784543325,9.347826086956522
05135,Arkansas,Sharp,17773,9.103696618466216,51.11123614471389,32.27930006189163,25.493726438980477,44637,8.142726440988106,13.905692570187684
05137,Arkansas,Stone,12568,10.168682367918525,50.22278803309994,30.58561425843412,28.22246976448122,40943,3.225047080979284,15.766202954815054
05139,Arkansas,Union,37900,40.61741424802111,50.715039577836414,37.94459102902375,19.229551451187334,55259,5.475657196746434,19.08069931689244
05141,Arkansas,Van Buren,15998,8.36979622452807,49.51868983622953,29.4099262407801,27.109638704838105,50354,3.7846930193439867,15.00418410041841
05143,Arkansas,Washington,256765,40.09191283858782,49.72718244308999,46.07754172102896,12.340856425135824,70639,3.4278200545609807,35.24939057506978
05145,Arkansas,White,77838,14.988822939952207,51.056039466584444,39.41262622369537,16.958298003545824,55249,5.813125124668737,20.36148090564571
05147,Arkansas,Woodruff,6026,30.816461998008627,48.50647195486226,34.11881845336873,24.80916030534351,48158,4.9753133308013675,16.162326999765423
05149,Arkansas,Yell,20134,26.869971193006858,49.63246250124168,37.58319260951624,17.671600278136484,55934,3.3794657225619567,14.8940816772221
06001,California,Alameda,1649473,72.59130643544938,50.35802344142645,34.64791481885426,15.408618389024857,129367,5.3758271497643,52.245946746033546
06003,California,Alpine,1616,42.883663366336634,50.24752475247525,41.08910891089109,21.10148514851485,105521,4.4205495818399045,41.097122302158276
06005,California,Amador,41428,27.384860480834217,45.264072607898036,25.7482861832577,27.573138939847446,88044,5.4007069594946975,22.4212927756654
06007,California,Butte,207929,34.88161824468929,50.20607995998634,41.60891458141962,18.384640911080226,67928,7.459575355111522,31.92443116252922
06009,California,Calaveras,46248,23.592371562013494,50.18595398719945,26.487631897595573,29.22720982528974,78647,4.515497888991865,23.871704206921514
06011,California,Colusa,21984,70.20560407569141,47.15702328966521,41.89865356622999,15.511280931586608,75672,9.776430466085639,16.38843503587412
06013,California,Contra Costa,1165012,61.889662939094194,50.81887568540066,35.69800139397706,17.10454484589,127229,6.489599421642404,45.23103539536753
06015,California,Del Norte,27107,40.12985575681558,46.412365809569486,33.55959715202715,20.481794370457816,67058,6.39963167587477,21.39180460234154
06017,California,El Dorado,192662,26.9082642140121,50.13962275902877,30.74970674030167,23.488804227092007,108845,4.49267393343468,40.02148333286529
06019,California,Fresno,1016725,73.75170277115248,49.87159753128919,44.69615677788979,12.932503872728613,74201,8.693252234380486,24.272755708476698
06021,California,Glenn,28494,52.533866778971,48.88748508457921,41.763178212957115,17.172036218151188,67139,8.01583744210369,15.121340733485688
06023,California,Humboldt,134541,30.493306872997827,50.482009201656,37.53651303320178,19.815520919273677,61160,9.018363467852149,33.12981694273952
06025,California,Imperial,180202,90.89188799236413,48.59047069399896,45.12879990233183,13.707395034461326,57681,12.522474435329812,16.06727757384288
06027,California,Inyo,18739,41.971289823363044,49.23421740754576,31.725278830247078,24.947969475425584,73991,2.480762604800735,31.496005809731297
06029,California,Kern,915075,70.44438980411442,49.122749501406986,45.83056033658443,11.863508455591072,70210,8.626965073956478,18.771437037878236
06031,California,Kings,153298,71.96245221725006,44.71552140275803,45.6600868895876,10.818145050816058,70995,10.803204156743885,13.644815157212452
06033,California,Lake,68152,35.96959737058341,49.929569198262705,33.253609578589035,23.902453339593848,60621,11.058423864963375,17.829964814663285
06035,California,Lassen,30356,38.69745684543419,38.19343787060219,34.98155224667281,16.510739227829752,67403,8.319816811372961,13.085701499216826
06037,California,Los Angeles,9808667,75.27509089665293,50.476084059128524,37.06174345606799,15.167198560212107,90112,7.270717386422021,36.01258665177108
06039,California,Madera,160940,70.05405741270039,50.85062756306698,43.66037032434448,14.382999875730086,76627,10.118530110705384,17.908182373696558
